"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)"
21846,"936","Surrey","","Long Ditton Village Sure Start Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","27-03-2018","St Mary's Church Community Centre","Church Road","","Long Ditton","Surrey","KT6 5HH","","02083-980438","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Long Ditton","Esher and Walton","(England/Wales) Urban major conurbation","X999999",517311,166097,"","Elmbridge 006","Elmbridge 006D","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006322","E01030325"
21860,"936","Surrey","","Loseley Fields Sure Start Children's Centre","Children's centre","Children's Centres","Open","","18-10-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-02-2016","Green Lane","","","Binscombe","Surrey","GU7 3TB","www.loseleyfieldscc.com","01483-419325","","Pam","Arrowsmith","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Godalming Binscombe","South West Surrey","(England/Wales) Urban city and town","X999999",497207,145950,"","Waverley 005","Waverley 005B","","","","","","South-East England and South London","","200001537752","","Not applicable","Not applicable","","","E02006443","E01030912"
21972,"936","Surrey","","Meadow Sure Start Children's Centre","Children's centre","Children's Centres","Open","","30-01-2010","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","24-10-2018","Sparrow Farm Road","","Stoneleigh, Ewell","Epsom","Surrey","KT17 2LW","","0208-3939320","","Sarah","Alexandra","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Epsom and Ewell","Stoneleigh","Epsom and Ewell","(England/Wales) Urban major conurbation","X999999",522864,164488,"","Epsom and Ewell 003","Epsom and Ewell 003E","","","","","","South-East England and South London","","10013953199","","Not applicable","Not applicable","","","E02006337","E01030408"
22077,"936","Surrey","","Mytchett Sure Start Children's Centre","Children's centre","Children's Centres","Open","","26-02-2010","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","Mytchett Primary School","Hamesmoor Road","Mytchett","Camberley","Surrey","GU16 6JB","www.mytchett.childrencentre.org","01252-544009","","Elaine","Thurlow","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Mytchett & Deepcut","Surrey Heath","(England/Wales) Urban city and town","X999999",488682,155820,"","Surrey Heath 012","Surrey Heath 012A","","","","","","South-East England and South London","","100062329796","","Not applicable","Not applicable","","","E02006427","E01030782"
22254,"936","Surrey","","Sythwood at Old Woking Sure Start Children's Centre","Children's centre linked site","Children's Centres","Open","","","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","27-03-2018","The Community Centre","Sundridge Road","","Old Woking","Surrey","GU22 9AT","","01483-770063","","","","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Hoe Valley","Woking","(England/Wales) Urban major conurbation","X999999",501154,157347,"","Woking 011","Woking 011B","","","","","","South-East England and South London","","100062336959","","Not applicable","Not applicable","","","E02006466","E01030972"
22380,"936","Surrey","","Pine Ridge School Sure Start Children's Centre","Children's centre","Children's Centres","Open","","28-02-2008","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","Esher Road","Old Dean Estate","","Camberley","Surrey","GU15 4AW","www.pineridgeandlorraine.co.uk","01276-401605","","Paula Harris &","Sandy Ball","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Old Dean","Surrey Heath","(England/Wales) Urban city and town","X999999",489375,162305,"","Surrey Heath 004","Surrey Heath 004C","","","","","","South-East England and South London","","","","Not applicable","Not applicable","","","E02006419","E01030788"
22409,"936","Surrey","","Potters Gate Sure Start Children's Centre","Children's centre","Children's Centres","Open","","15-09-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","Potters Gate C of E Primary School","Potters Gate","","Farnham","Surrey","GU9 7BB","www.childrenscentre.potters-gate.surrey.sch.uk","01252-891250","","Mary","Doody","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Farnham Castle","South West Surrey","(England/Wales) Urban city and town","X999999",483463,146755,"","Waverley 003","Waverley 003B","","","","","","South-East England and South London","","10091108897","","Not applicable","Not applicable","","","E02006441","E01030885"
22438,"936","Surrey","","Pyrford & Byfleet Sure Start Children's Centre","Children's centre","Children's Centres","Open","","09-11-2007","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","27-03-2018","Pyrford C of E Primary School","Coldharbour Road","","Pyrford","Surrey","GU22 8SP","www.pyrford.surrey.sch.uk/childrenscentre","01932-339055","","Clare","Gane","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Pyrford","Woking","(England/Wales) Urban major conurbation","X999999",503878,159499,"","Woking 006","Woking 006D","","","","","","South-East England and South London","","100062336487","","Not applicable","Not applicable","","","E02006461","E01030997"
22527,"936","Surrey","","Riverview Sure Start Children's Centre","Children's centre","Children's Centres","Open","","30-11-2009","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-02-2016","Riverview C of E Primary & Nursery School","Riverview Road","","West Ewell","Surrey","KT19 0JP","/www.riverview.surrey.sch.uk/page_viewer.asp?page=Children%27s+Centre&pid=5","0208-3377310","","Tracey","Robbins","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Epsom and Ewell","Ewell Court","Epsom and Ewell","(England/Wales) Urban major conurbation","X999999",520632,164573,"","Epsom and Ewell 001","Epsom and Ewell 001E","","","","","","South-East England and South London","","10013953240","","Not applicable","Not applicable","","","E02006335","E01030393"
22638,"936","Surrey","","Saxon Sure Start Children's Centre","Children's centre","Children's Centres","Open","","26-02-2010","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-02-2016","Saxon Primary School","Briar Road","","Shepperton","Middlesex","TW17 0JB","www.saxonchildrenscentre.com","01932-569742","","Jo","Scott","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Spelthorne","Laleham and Shepperton Green","Spelthorne","(England/Wales) Urban major conurbation","X999999",507006,167730,"","Spelthorne 012","Spelthorne 012C","","","","","","South-East England and South London","","33037201","","Not applicable","Not applicable","","","E02006414","E01030723"
22640,"936","Surrey","","Sayes Court Sure Start Children's Centre","Children's centre","Children's Centres","Open","","30-09-2009","","","Not applicable","","","","Not applicable","Not applicable","","","","Not applicable","","","Not applicable","","","","","","Not applicable","","Not applicable","","Not applicable","","","","","","29-11-2019","Sayes Court Junior School","Sayes Court Farm Drive","","Addlestone","Surrey","KT15 1NB","www.sayescourtchildrenscentre.com","01932-851502","","Jill","Edwards","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Runnymede","Addlestone South","Runnymede and Weybridge","(England/Wales) Urban major conurbation","X999999",504946,164148,"","Runnymede 009","Runnymede 009E","","","","","","South-East England and South London","","100062362507","","Not applicable","Not applicable","","","E02006401","E01030684"
