la_key,year_key,nc_key,admission_numbers,applications_received,online_applications,no_of_preferences,first_preference_offers,second_preference_offers,third_preference_offers,preferred_school_offer,non_preferred_offer,no_offer,schools_in_la_offer,schools_in_another_la_offer
35,2016,8,6162,4537,3848,3,4257,197,29,4483,54,0,4525,15
126,2016,8,7140,6097,5546,5,5402,414,93,5941,141,15,5930,182
87,2016,8,14204,12496,12363,4,9927,1218,513,11931,113,452,11613,448
102,2016,8,1651,1151,1045,3,1091,51,0,1142,9,0,1151,0
60,2016,8,8853,7260,6930,3,6651,441,54,7146,114,0,6947,313
88,2016,8,9669,8018,6973,3,7601,265,29,7895,115,8,7872,147
61,2016,8,8461,7520,7286,3,6011,837,296,7144,376,0,7317,203
7,2016,10,2314,1607,1379,3,1586,13,1,1600,0,7,1574,26
107,2016,8,7277,6442,5905,3,5932,333,75,6340,102,0,6250,192
127,2016,8,4613,4360,4018,3,4073,122,31,4226,96,38,3955,367
89,2016,8,8372,6802,4983,3,6330,260,59,6649,153,0,6639,163
108,2016,8,11542,11154,10723,6,9404,873,251,10686,446,22,10442,690
76,2016,8,6683,5792,5039,6,4614,594,227,5542,183,67,5561,185
109,2016,8,8951,7747,7549,3,7229,353,80,7662,80,5,7577,165
129,2015,1,30,32,31,6,25,5,1,32,0,0,10,22
130,2015,1,1748,1827,1767,6,1381,139,73,1672,100,55,1563,209
152,2015,1,3760,3680,3330,6,2954,296,126,3476,204,0,3410,270
131,2015,1,2964,2722,2225,6,2197,235,95,2598,2,122,2422,178
132,2015,1,1678,1488,1356,6,1099,182,61,1418,70,0,1406,82
134,2015,1,2202,2077,2077,6,1587,212,84,1970,0,107,1778,192
135,2015,1,1065,948,878,6,559,112,49,798,150,0,778,170
136,2015,1,3529,2993,2903,6,2461,272,103,2909,84,0,2720,273
137,2015,1,3943,3970,3917,6,2984,376,161,3698,0,272,3413,285
139,2015,1,3793,3509,3476,6,2808,304,113,3353,155,1,3287,221
140,2015,1,3680,3285,1922,6,2797,211,105,3173,112,0,3218,67
141,2015,1,3289,3091,2533,6,2394,281,153,2943,148,0,2898,193
142,2015,1,1812,1446,1287,6,1161,128,60,1390,56,0,1323,123
144,2015,1,3890,3591,3490,6,3256,173,75,3526,65,0,3388,203
145,2015,1,4608,4410,4300,6,3527,323,157,4161,248,1,4093,317
146,2015,1,3400,3219,2284,6,2745,230,90,3120,99,0,3086,133
147,2015,1,4173,3911,3507,6,3146,372,123,3714,197,0,3558,353
148,2015,1,4262,3979,3791,6,3293,326,125,3876,101,2,3865,112
149,2015,1,5418,4901,4886,6,4029,412,176,4753,147,1,4572,328
150,2015,1,4800,4503,3964,6,3733,376,138,4348,143,12,4259,232
151,2015,1,4939,4559,3804,6,3895,315,113,4420,138,1,4301,257
133,2015,1,3350,2936,2439,6,2474,203,73,2832,104,0,2738,198
153,2015,1,3330,3126,3013,6,2508,306,104,3000,126,0,2937,189
154,2015,1,3350,3076,3073,6,2662,208,66,2969,105,2,2972,102
155,2015,1,4521,4119,3797,6,3616,299,135,4113,0,6,3908,205
156,2015,1,3494,3568,2276,6,2802,386,151,3461,107,0,3281,287
157,2015,1,2007,2022,1888,6,1658,155,51,1918,78,26,1903,93
158,2015,1,2790,2755,2480,6,2242,193,84,2597,158,0,2543,212
138,2015,1,5365,4809,2246,6,4181,323,116,4674,135,0,4725,84
159,2015,1,4346,3928,3844,6,3365,275,89,3801,106,21,3764,143
160,2015,1,2572,2471,2359,6,2005,167,65,2298,59,114,2315,42
161,2015,1,2599,2680,2566,6,2251,207,73,2593,82,5,2429,246
162,2015,1,3990,3620,3010,6,3088,281,111,3524,96,0,3504,116
68,2015,1,16268,15414,11860,3,13108,1095,432,14635,742,37,14851,526
69,2015,1,4840,4459,2725,3,4017,288,69,4374,85,0,4375,85
70,2015,1,4074,3748,3301,5,3355,211,67,3655,93,0,3608,147
71,2015,1,5008,4313,4144,6,3915,199,63,4194,119,0,4069,244
72,2015,1,2843,2566,2467,4,2243,156,47,2467,98,1,2488,77
73,2015,1,3780,3485,3444,3,3124,185,37,3346,73,66,3275,144
74,2015,1,3590,3333,1394,5,2963,215,46,3235,98,0,3183,150
30,2015,1,1990,1770,705,3,1589,79,31,1699,71,0,1558,212
31,2015,1,5808,5067,4403,3,4462,308,113,4884,183,0,4867,200
32,2015,1,2260,2021,1540,3,1830,101,28,1959,62,0,1972,49
33,2015,1,3185,2928,2389,3,2620,174,36,2830,92,6,2862,60
34,2015,1,3960,3752,3216,3,3344,211,65,3620,132,0,3744,8
20,2015,1,4181,3527,2947,3,3192,213,48,3453,70,4,3507,59
21,2015,1,2306,2263,1848,3,1918,164,62,2144,80,39,2142,124
22,2015,1,7395,7052,4971,6,6167,440,142,6793,259,0,6697,355
23,2015,1,3772,3188,3184,6,2882,145,37,3069,112,7,3186,42
24,2015,1,3064,2852,2254,3,2534,140,64,2738,110,4,2781,67
25,2015,1,3310,3048,2168,6,2585,171,58,2840,170,38,2948,62
26,2015,1,5317,3348,3308,6,2934,196,81,3242,104,2,3300,57
27,2015,1,3190,2801,2786,6,2464,171,44,2704,97,0,2739,62
28,2015,1,3045,3017,2666,5,2628,194,63,2936,81,0,2934,83
29,2015,1,3929,3836,2079,3,3399,244,54,3697,133,6,3731,99
43,2015,1,3029,2766,2171,3,2505,125,33,2663,103,0,2700,66
44,2015,1,4236,3474,2808,3,3272,90,27,3389,85,0,3447,27
45,2015,1,3726,3148,543,3,2961,123,19,3103,45,0,3121,27
46,2015,1,6808,6164,3731,3,5539,366,74,5979,185,0,6095,69
47,2015,1,8338,8020,5611,5,6883,543,197,7734,285,1,7844,175
48,2015,1,2999,2412,1035,5,2199,139,22,2372,37,3,2395,14
49,2015,1,5856,5467,1984,3,4952,258,101,5311,145,11,5411,97
50,2015,1,10224,9712,7410,5,8266,584,199,9169,543,0,9654,58
51,2015,1,4311,3875,2092,3,3576,148,31,3755,119,1,3842,53
8,2015,1,2441,2159,1690,3,1984,108,21,2113,46,0,2162,21
9,2015,1,3398,3169,2606,4,2677,212,81,3004,164,1,3061,107
10,2015,1,2540,2331,1959,3,2128,107,29,2264,63,4,2351,52
11,2015,1,1753,1552,1381,3,1397,74,22,1493,58,1,1616,15
12,2015,1,3380,2851,2625,3,2687,98,13,2798,0,53,2767,31
111,2015,1,2180,1866,1661,3,1712,96,22,1830,36,0,1816,50
112,2015,1,5867,5455,5172,3,4594,459,164,5217,238,0,5266,189
113,2015,1,2570,2465,2282,3,2116,168,69,2353,110,2,2437,26
114,2015,1,3735,3209,3004,3,2901,174,61,3136,73,0,3160,49
1,2015,1,1252,1189,592,3,1085,45,14,1144,45,0,1200,3
2,2015,1,2019,2057,877,3,1906,75,16,1999,53,5,1992,65
3,2015,1,1938,1584,1330,3,1502,37,6,1545,36,3,1569,26
4,2015,1,2821,2468,2072,3,2309,83,13,2405,59,4,2451,13
38,2015,1,3580,3434,998,3,3158,165,30,3354,76,4,3259,171
39,2015,1,4065,3187,2437,3,3031,92,2,3125,62,0,3152,35
40,2015,1,2184,1815,509,3,1735,54,6,1795,20,0,1802,13
41,2015,1,2167,1921,1365,3,1806,46,11,1863,58,0,1902,19
52,2015,1,7109,5693,5416,5,5365,162,41,5581,112,0,5646,78
42,2015,1,2118,1980,1764,5,1827,83,26,1943,30,7,1951,22
80,2015,1,3474,3197,2188,3,2941,170,35,3146,48,3,3100,94
83,2015,1,2357,2079,1569,4,1909,107,25,2044,31,4,2044,31
84,2015,1,4023,3425,2946,3,3148,129,38,3315,95,15,3297,113
103,2015,1,6788,6279,5957,4,5271,461,145,5966,308,5,6164,110
98,2015,1,4124,3977,3540,3,3504,245,100,3849,128,0,3852,125
58,2015,1,9690,8110,8093,3,7661,309,49,8019,91,0,7946,164
54,2015,1,3559,3145,2321,3,2779,214,63,3056,85,4,3110,72
125,2015,1,4498,3887,3431,3,3581,178,42,3801,78,8,3780,99
118,2015,1,1800,1636,1340,3,1408,111,43,1562,73,1,1569,66
117,2015,1,2156,2061,1685,3,1626,209,85,2023,30,8,2004,49
6,2015,1,6446,5186,4427,3,4813,204,43,5060,125,1,5099,86
5,2015,1,1298,1286,779,5,1135,83,17,1248,32,6,1257,23
104,2015,1,6020,5499,5252,3,4758,376,112,5246,129,124,5321,71
99,2015,1,2940,2731,2581,3,2415,165,53,2633,98,0,2727,4
105,2015,1,16450,15357,14600,3,13735,942,282,14959,398,0,15124,233
100,2015,1,2475,2329,2047,6,2031,173,32,2244,85,0,2281,48
101,2015,1,3285,3179,3120,3,2722,242,84,3048,106,25,3064,90
59,2015,1,7863,7477,7048,3,6651,379,110,7144,0,333,7018,126
55,2015,1,4899,4492,3360,3,3955,280,93,4328,164,0,4258,234
56,2015,1,469,365,323,3,336,16,6,358,5,2,351,12
75,2015,1,10286,9092,7963,3,8238,466,119,8827,260,5,8908,199
66,2015,1,3465,3505,2196,3,3117,172,60,3349,156,0,3258,247
121,2015,1,6092,5313,4398,3,4799,266,78,5143,167,3,5202,108
119,2015,1,3090,2847,2471,3,2648,106,39,2793,54,0,2799,48
92,2015,1,1565,1482,1363,3,1253,136,53,1442,40,0,1424,58
96,2015,1,1778,1617,1454,6,1387,117,37,1560,51,6,1561,50
93,2015,1,2101,1989,1818,3,1772,119,39,1930,59,0,1909,80
94,2015,1,2110,2159,1285,4,1646,227,101,2029,124,6,1957,196
95,2015,1,2531,2464,1492,3,2113,212,60,2385,79,0,2334,130
97,2015,1,2185,2058,1714,4,1740,159,51,1974,71,13,2013,32
85,2015,1,7965,7201,6656,3,6487,381,97,6965,234,2,7143,56
79,2015,1,3167,2823,1633,3,2566,156,43,2765,46,12,2784,29
14,2015,1,1639,1452,850,3,1293,98,23,1414,33,5,1374,88
15,2015,1,2735,2534,2425,3,2291,134,33,2458,75,1,2520,13
124,2015,1,9046,6816,6189,3,6432,221,36,6689,120,7,6763,46
115,2015,1,3303,3013,2685,3,2651,186,67,2904,109,0,2969,44
116,2015,1,1607,1326,1105,3,1142,96,35,1274,49,3,1291,32
86,2015,1,17417,16564,15619,4,14355,1047,401,15995,566,3,16336,225
81,2015,1,2300,2149,1795,3,1868,151,51,2070,79,0,2115,34
82,2015,1,2457,2358,2118,4,2026,137,39,2227,123,8,2274,76
64,2015,1,2140,1757,1,3,1665,60,5,1730,5,22,1718,17
77,2015,1,6880,6268,5838,3,5680,319,86,6092,169,7,6094,167
106,2015,1,18848,17414,16754,3,14942,1272,477,16691,723,0,17310,104
91,2015,1,3675,3520,3083,6,3065,256,53,3394,126,0,3429,91
36,2015,1,15000,13444,12736,3,11889,820,287,12996,441,7,13277,160
16,2015,1,2274,2074,1525,3,1781,188,41,2010,64,0,1999,75
17,2015,1,1858,1584,1175,3,1425,105,19,1549,35,0,1512,72
62,2015,1,10038,9171,9171,4,8237,450,149,8888,283,0,8982,189
57,2015,1,4075,3877,3426,6,3288,229,96,3662,213,2,3671,204
67,2015,1,3325,2777,2740,3,2594,101,22,2717,60,0,2706,71
65,2015,1,2392,2223,1456,3,2088,105,29,2223,0,0,2197,26
18,2015,1,4470,3977,3757,3,3607,213,48,3869,105,3,3910,86
19,2015,1,4305,3691,3520,3,3412,186,42,3640,51,0,3647,44
120,2015,1,6491,5773,5350,3,5237,261,47,5545,212,16,5736,21
35,2015,1,6512,4660,3392,3,4412,153,32,4597,63,0,4656,4
126,2015,1,7288,6807,6365,5,6045,385,112,6605,196,6,6728,74
87,2015,1,15220,15085,14916,4,12351,1159,520,14278,103,704,14181,214
102,2015,1,1581,1229,1093,3,1193,26,1,1220,9,0,1229,0
60,2015,1,9044,7802,7666,3,7239,335,86,7660,142,0,7715,87
88,2015,1,10339,9317,7518,3,8514,389,84,8987,309,21,9219,90
61,2015,1,10340,8853,8503,3,7924,510,159,8593,258,2,8728,123
7,2015,1,3941,3084,2526,3,2960,55,15,3030,0,54,3015,15
107,2015,1,8484,7987,7151,3,7031,467,166,7664,319,4,7878,105
127,2015,1,6195,5847,5344,3,5395,257,54,5706,114,27,5727,93
89,2015,1,8871,7656,5790,3,6899,427,108,7434,221,1,7578,77
108,2015,1,13934,13760,13208,4,11238,1095,400,12923,567,270,13245,245
76,2015,1,6923,6425,5574,6,5698,372,74,6169,243,13,6278,151
109,2015,1,10000,9296,9084,3,8125,727,256,9108,180,8,9193,95
129,2015,8,0,21,20,6,13,3,2,19,2,0,0,21
130,2015,8,1709,1509,1457,6,1077,206,96,1420,89,0,1092,417
152,2015,8,2383,2793,2510,6,1870,389,160,2576,217,0,1910,883
131,2015,8,2331,2409,2107,6,1567,357,183,2240,0,169,1943,297
132,2015,8,1536,1247,1159,6,690,181,115,1097,150,0,919,328
134,2015,8,1635,1282,1282,6,904,208,82,1245,37,0,963,319
135,2015,8,934,724,673,6,473,101,48,652,70,2,508,214
136,2015,8,2523,2523,2375,6,1559,386,236,2354,169,0,1771,752
137,2015,8,2532,2916,2848,6,1792,468,237,2706,0,210,1932,774
139,2015,8,2876,2598,2551,6,1549,460,240,2420,173,5,2050,543
140,2015,8,3124,2930,1191,6,2174,409,158,2803,0,127,2650,153
141,2015,8,2131,2077,1681,6,1201,369,197,1937,140,0,1509,568
142,2015,8,1668,1160,1035,6,661,197,106,1050,110,0,907,253
144,2015,8,2619,2706,2637,6,1965,350,147,2564,142,0,2275,431
145,2015,8,4170,3532,3456,6,2413,490,220,3272,260,0,2839,693
146,2015,8,3368,2660,2279,6,2063,361,99,2603,57,0,2172,488
147,2015,8,3235,3330,3085,6,2141,481,214,3044,286,0,2412,918
148,2015,8,3790,3463,3291,6,2540,444,175,3323,135,5,2902,556
149,2015,8,4160,4101,4083,6,2721,641,270,3868,233,0,3086,1015
150,2015,8,3210,3592,3178,6,2371,473,226,3319,251,22,2701,869
151,2015,8,4078,4052,3412,6,3017,513,186,3908,142,2,3427,623
133,2015,8,2441,2531,2139,6,1732,338,154,2366,165,0,2017,514
153,2015,8,2390,2555,2537,6,1727,374,168,2388,167,0,1908,647
154,2015,8,3248,2767,2753,6,2126,315,117,2660,107,0,2589,178
155,2015,8,3534,3061,3055,6,2347,402,175,3034,15,12,2570,479
156,2015,8,2860,2782,1683,6,1869,403,162,2620,162,0,2182,600
157,2015,8,1884,1642,1553,6,1180,282,103,1606,36,0,1320,322
158,2015,8,1700,1982,1628,6,1244,339,168,1869,113,0,1229,753
138,2015,8,4281,4013,1711,6,3006,571,189,3872,141,0,3803,210
159,2015,8,3914,3576,3525,6,2444,479,225,3382,192,2,3278,413
160,2015,8,1690,1726,1635,6,1164,205,119,1584,142,0,1458,268
161,2015,8,2970,2254,2169,6,1678,314,102,2184,0,70,1874,310
162,2015,8,2920,2866,2274,6,2212,342,122,2753,82,31,2459,376
68,2015,8,13860,13992,11441,6,9563,1820,851,13133,847,12,12401,1579
69,2015,8,4180,3633,2666,3,3074,296,103,3474,159,0,3487,146
70,2015,8,3846,3232,2944,6,2726,293,71,3117,113,2,2987,302
71,2015,8,3971,3768,3635,6,2826,398,177,3529,234,5,3222,547
72,2015,8,3272,2371,2297,5,1934,230,89,2303,66,2,2114,255
73,2015,8,3689,2915,2862,5,2261,341,112,2783,116,16,2457,443
74,2015,8,3070,2637,1334,5,2179,234,88,2551,86,0,2320,317
30,2015,8,1415,1598,702,3,1349,160,41,1550,48,0,961,686
31,2015,8,5161,4155,3719,3,3260,524,177,3962,192,1,3953,201
32,2015,8,2012,1900,1525,3,1817,58,8,1883,17,0,1669,233
33,2015,8,3550,2679,2231,3,2471,128,17,2616,61,2,2610,70
34,2015,8,4236,3248,2845,3,2800,295,59,3154,94,0,3232,98
20,2015,8,3739,3258,2705,3,2789,270,65,3124,133,1,3133,124
21,2015,8,2304,2064,1674,3,1843,129,30,2002,48,14,1868,198
22,2015,8,5373,5423,4476,6,4058,601,265,4989,434,0,4753,670
23,2015,8,3429,2863,2852,6,2348,251,86,2708,147,8,2749,145
24,2015,8,2679,2567,2234,4,2333,152,24,2512,54,1,2348,218
25,2015,8,2450,2293,1764,4,1880,177,43,2111,181,1,2080,212
26,2015,8,3189,2951,2929,6,2478,250,68,2817,131,3,2730,231
27,2015,8,2886,2472,2449,6,2146,202,45,2403,68,1,2312,159
28,2015,8,3343,2777,2346,6,2113,360,127,2689,88,0,2635,174
29,2015,8,3741,3283,2988,3,3032,174,22,3228,55,0,3281,193
43,2015,8,2490,2178,1776,3,1970,141,12,2123,53,2,1974,202
44,2015,8,3733,3027,2563,3,2853,119,15,2987,38,2,2942,83
45,2015,8,3657,2769,427,3,2634,92,11,2737,32,0,2755,14
46,2015,8,5534,5886,3514,3,5098,377,83,5558,328,0,5641,246
47,2015,8,7139,7127,5047,5,5361,763,339,6732,386,9,6402,716
48,2015,8,2814,2346,2337,5,1962,192,86,2264,74,8,2302,71
49,2015,8,4713,4645,1816,3,3819,454,141,4415,220,10,4319,363
50,2015,8,8693,7800,6100,5,6529,702,180,7469,331,0,7386,414
51,2015,8,4179,3327,1830,3,3200,68,10,3278,49,0,3304,42
8,2015,8,2234,1700,1280,3,1555,120,4,1679,21,0,1676,45
9,2015,8,2334,1957,1638,4,1739,150,19,1910,47,0,1915,42
10,2015,8,1859,1328,1131,3,1275,27,1,1304,14,10,1292,75
11,2015,8,1862,1338,1207,3,1215,62,13,1290,35,13,1388,8
12,2015,8,3170,2508,2251,3,2390,78,6,2474,0,34,2374,100
111,2015,8,2508,1583,1470,3,1503,49,5,1557,24,2,1564,17
112,2015,8,3955,3838,3568,3,2893,464,195,3552,286,0,3298,540
113,2015,8,2475,2133,2009,3,1977,120,14,2111,18,4,2067,62
114,2015,8,3160,2675,2509,3,2377,209,45,2631,44,0,2249,426
1,2015,8,1180,1021,810,3,948,58,8,1014,7,0,1027,3
2,2015,8,1624,1708,768,3,1326,220,54,1600,102,6,1482,232
3,2015,8,1928,1423,1180,3,1355,42,1,1398,24,1,1395,40
4,2015,8,2373,1975,1614,3,1873,79,10,1962,10,3,1960,45
38,2015,8,2750,2816,640,3,2255,302,93,2652,161,3,2614,293
39,2015,8,4247,3179,2447,3,3087,75,7,3169,10,0,2931,248
40,2015,8,1983,1649,597,3,1584,55,2,1641,8,0,1544,105
41,2015,8,2189,1776,1297,3,1632,77,10,1719,57,0,1702,74
52,2015,8,7649,5432,5181,5,5157,161,15,5336,94,2,5535,231
42,2015,8,1882,1759,1587,5,1626,71,25,1724,34,1,1695,68
80,2015,8,2860,2774,2177,3,2341,230,81,2652,121,1,2648,125
83,2015,10,1650,1314,991,4,1245,50,5,1301,10,3,1255,56
84,2015,10,2723,2128,1809,3,2122,2,0,2124,2,2,2003,123
103,2015,8,6119,5732,5365,6,4277,687,301,5450,249,33,5211,488
98,2015,8,3205,3169,2881,3,2753,183,119,3055,113,1,2973,195
58,2015,8,9046,7341,7321,3,7036,195,52,7283,58,0,6781,560
54,2015,8,3194,2717,1886,4,2363,218,70,2664,52,1,2713,170
125,2015,8,3373,2718,2344,3,2533,96,10,2639,30,49,2426,243
118,2015,8,1333,1208,969,3,1040,98,22,1160,43,5,1016,187
117,2015,8,1993,1409,1123,3,1207,129,21,1360,4,45,1268,96
6,2015,8,5891,4976,4293,3,4756,117,17,4890,76,10,4777,189
5,2015,8,1227,1129,893,3,968,73,19,1060,67,2,1149,14
104,2015,8,5603,4569,4224,3,4223,184,46,4453,26,90,4281,229
99,2015,8,2525,2285,2143,3,1873,243,72,2188,97,0,2252,33
105,2015,8,15122,12945,12457,3,12024,610,101,12735,195,15,12099,832
100,2015,8,2010,1825,1577,3,1579,107,33,1719,106,0,1686,139
101,2015,8,2350,2060,1997,3,1824,147,33,2004,56,0,1954,185
59,2015,8,7200,6040,5886,3,5696,189,26,5911,0,129,5580,331
55,2015,8,3691,3808,3054,3,3348,292,45,3685,123,0,3421,476
56,2015,8,540,330,290,3,303,17,2,322,8,0,304,26
75,2015,8,8593,7468,6857,3,7020,273,50,7351,116,1,6831,678
66,2015,8,2879,2791,1891,3,2494,190,32,2716,74,1,2405,426
121,2015,8,5695,4637,2997,3,4402,155,22,4579,58,0,4297,340
119,2015,8,2372,2238,1943,3,2139,68,13,2220,18,0,1995,305
92,2015,8,1327,1246,1116,3,966,128,55,1149,96,1,1122,123
96,2015,8,1224,1139,1012,6,884,85,26,1016,57,66,900,173
93,2015,8,2069,1683,1474,3,1548,59,17,1624,59,0,1602,82
94,2015,8,1360,1587,834,4,1242,234,51,1537,47,3,1064,520
95,2015,8,2128,1894,1722,6,1366,258,106,1812,82,0,1588,306
97,2015,8,2079,1851,1404,4,1558,181,47,1801,34,16,1543,292
85,2015,8,6487,5665,5328,3,5214,260,42,5516,145,4,5352,309
79,2015,8,2694,2177,1849,3,1870,215,56,2141,29,7,2312,80
14,2015,8,1669,1420,644,3,1335,63,2,1400,19,1,1362,57
15,2015,8,2597,2323,2215,3,2136,140,22,2298,22,3,2252,88
124,2015,8,8145,6780,6366,3,6510,155,31,6696,50,34,6447,488
115,2015,8,2960,2419,2244,3,2303,83,26,2412,7,0,2260,159
116,2015,8,1605,1211,1027,3,1063,114,18,1195,16,0,1151,60
86,2015,8,15843,14707,13849,6,12604,1079,342,14315,389,3,13716,1000
81,2015,8,2249,1831,1585,5,1462,179,62,1741,90,0,1614,217
82,2015,8,1921,2067,1778,6,1557,213,82,1915,121,31,1777,259
64,2015,8,1926,1446,1100,3,1379,39,3,1421,0,25,1374,47
77,2015,8,3605,3198,3089,3,2874,163,44,3081,113,4,2879,315
106,2015,8,17688,15894,15030,4,12796,1612,611,15253,641,0,15342,552
91,2015,8,3350,3093,2724,6,2498,298,90,2926,167,0,2968,125
36,2015,8,15000,12044,11281,3,10586,755,238,11579,417,48,11609,387
16,2015,8,2141,1785,1449,3,1411,214,68,1693,92,0,1648,137
17,2015,8,1379,1463,1225,3,1161,143,42,1346,116,1,1212,250
62,2015,8,9407,7859,7859,4,7399,255,61,7731,128,0,7378,481
57,2015,8,3021,2919,2573,4,2465,261,60,2800,119,0,2491,428
67,2015,8,3297,2620,2550,3,2494,88,11,2593,27,0,2463,157
65,2015,8,2403,1987,725,4,1678,186,65,1941,0,46,1803,138
18,2015,8,4253,3679,3440,3,3494,94,17,3605,73,1,3486,198
19,2015,8,4072,3252,3116,3,2999,166,29,3194,56,2,3067,183
120,2015,8,6205,4861,4592,3,4732,73,8,4813,46,2,4748,111
35,2015,8,6356,4630,4091,3,4309,200,34,4543,87,0,4622,8
126,2015,8,6993,6060,5575,5,5275,479,102,5889,155,16,5944,180
87,2015,8,14255,12501,12322,4,9721,1373,516,11907,203,391,11708,422
102,2015,8,1651,1103,948,3,999,78,8,1085,18,0,1101,2
60,2015,8,8703,7102,6859,3,6588,391,37,7016,86,0,6824,278
88,2015,8,9632,7923,6236,3,7552,226,30,7808,100,15,7787,125
61,2015,8,8343,6998,6741,3,5837,748,198,6783,208,7,6774,217
7,2015,10,2604,1801,1546,3,1774,9,0,1783,1,17,1771,13
107,2015,8,7042,6230,5711,3,5664,346,81,6091,139,0,6032,198
127,2015,8,4637,4231,3832,3,4055,88,18,4161,32,38,3867,326
89,2015,8,7985,6438,4674,3,5976,214,58,6248,186,4,6290,144
108,2015,8,11239,10927,10531,6,8969,904,276,10300,559,68,10255,606
76,2015,8,6629,5453,4641,6,4384,546,185,5209,237,7,5280,201
109,2015,8,9008,7844,7478,3,7092,451,122,7665,133,46,7656,142
129,2014,1,30,32,30,6,28,0,,,3,0,13,19
130,2014,1,1718,1761,1425,6,1383,151,69,1674,69,18,1528,215
152,2014,1,3655,3599,2878,6,2891,285,131,3431,168,0,3320,279
131,2014,1,2936,2849,2294,6,2221,230,101,2659,0,190,2462,197
132,2014,1,1618,1564,1343,6,1164,159,69,1457,0,107,1366,91
134,2014,1,2213,2080,1586,6,1543,195,94,1936,0,144,1762,174
135,2014,1,1050,969,815,6,594,93,61,823,0,146,762,61
136,2014,1,3189,3189,2571,6,2462,325,117,3018,171,0,2912,277
137,2014,1,3949,3907,3066,6,2950,356,158,3660,,,3655,250
139,2014,1,3680,3343,3293,6,2665,287,98,3152,191,0,3149,194
140,2014,1,3610,3387,1502,6,2902,253,85,3295,0,92,3235,60
141,2014,1,3132,3223,2111,6,2361,297,158,2964,227,32,2979,212
142,2014,1,1782,1343,875,6,1096,134,40,1293,0,50,1184,109
144,2014,1,3710,3521,3439,6,3159,203,50,3449,72,0,3342,179
145,2014,1,4342,4290,4163,6,3440,372,132,4052,229,9,3970,313
146,2014,1,3375,3021,2061,6,2615,200,57,2930,91,0,2879,142
147,2014,1,4069,3930,3722,6,3160,364,131,3746,174,10,3524,396
148,2014,1,4267,4112,3767,6,3122,341,181,3802,222,88,3889,135
149,2014,1,5517,4791,3483,6,3917,431,153,4646,136,9,4530,252
150,2014,1,4800,4503,3885,6,3747,364,145,4357,146,0,4278,225
151,2014,1,4854,4461,3088,6,3825,330,120,4355,103,3,4231,227
133,2014,1,3320,3048,1873,6,2438,250,96,2878,170,0,2866,182
153,2014,1,3300,3196,2129,6,2470,317,122,3023,173,0,3015,181
154,2014,1,3260,2873,2625,6,2560,188,55,2825,48,0,2778,95
155,2014,1,4572,3880,3430,6,3291,341,118,3862,3,15,3673,192
156,2014,1,3500,3472,1943,6,2844,318,127,3378,94,0,3169,303
157,2014,1,2009,1991,1844,6,1637,147,59,1896,65,30,1884,77
158,2014,1,2730,2760,2136,6,2139,246,85,2558,126,76,2508,176
138,2014,1,5365,4694,1950,6,4260,273,62,4631,63,0,4627,67
159,2014,1,4215,3847,3721,6,3159,297,111,3650,187,10,3713,124
160,2014,1,2572,2509,2373,6,1997,210,77,2355,69,85,2387,37
161,2014,1,2552,2650,2525,6,2226,213,63,2547,95,8,2401,241
162,2014,1,3840,3668,2891,6,2833,330,110,3329,114,225,3342,101
68,2014,1,16054,15025,11414,3,13149,949,314,14413,606,6,14525,494
69,2014,1,4710,4544,2630,3,4003,296,64,4363,111,70,4385,89
70,2014,1,4024,3705,3236,5,3317,212,63,3606,99,0,3606,121
71,2014,1,4795,4433,4032,6,3912,206,63,4207,222,4,4153,276
72,2014,1,2707,2415,2267,4,2125,134,47,2325,86,4,2341,70
73,2014,1,3739,3476,558,3,3041,156,39,3236,86,154,3183,139
74,2014,1,3350,3254,941,5,2774,204,60,3071,152,31,3081,142
30,2014,1,2035,1755,530,3,1647,57,20,1724,31,0,1523,232
31,2014,1,5429,4912,3857,3,4363,271,76,4711,,,4724,187
32,2014,1,2225,2031,1407,3,1799,126,30,1955,76,0,1979,52
33,2014,1,3155,2785,2183,3,2505,153,52,2710,66,9,2746,30
34,2014,1,3937,3709,2359,3,3324,190,68,3582,127,0,3694,15
20,2014,1,4115,3567,2970,3,3229,201,49,3479,88,0,3530,37
21,2014,1,2311,2146,1554,3,1946,88,27,2061,80,5,2035,106
22,2014,1,7148,6817,4100,6,5964,360,147,6512,305,0,6481,336
23,2014,1,3535,3074,2979,6,2812,141,22,2986,88,0,3046,28
24,2014,1,3083,2818,2169,3,2526,144,50,2720,96,2,2775,41
25,2014,1,3214,3041,2213,6,2590,171,65,2851,185,5,2972,64
26,2014,1,5310,3368,3297,6,2989,187,72,3275,83,10,3303,55
27,2014,1,3110,2879,2865,6,2503,152,74,2751,128,0,2812,67
28,2014,1,3030,2832,2347,6,2553,170,44,2814,18,0,2770,62
29,2014,1,3907,3720,1768,3,3374,199,67,3640,,,3662,56
43,2014,1,2955,2615,902,3,2343,140,44,2527,88,0,2589,26
44,2014,1,4105,3175,483,3,3067,61,6,3134,41,0,3158,17
45,2014,1,3687,3300,572,3,2994,146,52,3192,78,30,3246,24
46,2014,1,6698,6177,3306,3,5436,369,123,5928,249,0,6128,49
47,2014,1,8243,8056,5313,5,6873,523,205,7719,331,6,7878,172
48,2014,1,2916,2656,838,5,2290,157,49,2534,,,2641,14
