year_of_entry,la_name,school_phase,measure,count
2021,Hertfordshire,Secondary,Applications Received,14066
2021,Isle of Wight,Secondary,Admission Numbers,1393
2021,Isle of Wight,Secondary,Applications Received,1243
2021,Lincolnshire,Secondary,Admission Numbers,9321
2021,Lincolnshire,Secondary,Applications Received,7857
2021,Norfolk,Secondary,Admission Numbers,9583
2021,Norfolk,Secondary,Applications Received,8805
2021,Northamptonshire,Secondary,Admission Numbers,9333
2021,Northamptonshire,Secondary,Applications Received,8756
2021,Northumberland,Secondary,Admission Numbers,2103
2021,Northumberland,Secondary,Applications Received,1825
2021,Oxfordshire,Secondary,Admission Numbers,7822
2021,Oxfordshire,Secondary,Applications Received,6942
2021,Somerset,Secondary,Admission Numbers,4800
2021,Somerset,Secondary,Applications Received,4539
2021,Suffolk,Secondary,Admission Numbers,8292
2021,Suffolk,Secondary,Applications Received,7352
2021,Surrey,Secondary,Admission Numbers,12447
2021,Surrey,Secondary,Applications Received,12310
2021,Warwickshire,Secondary,Admission Numbers,6507
2021,Warwickshire,Secondary,Applications Received,6302
2021,West Sussex,Secondary,Admission Numbers,9715
2021,West Sussex,Secondary,Applications Received,9133
2020,City of London,Primary,Admission Numbers,30
2020,City of London,Primary,Applications Received,27
2020,Camden,Primary,Admission Numbers,1688
2020,Camden,Primary,Applications Received,1591
2020,Greenwich,Primary,Admission Numbers,3845
2020,Greenwich,Primary,Applications Received,3554
2020,Hackney,Primary,Admission Numbers,2959
2020,Hackney,Primary,Applications Received,2440
2020,Hammersmith and Fulham,Primary,Admission Numbers,1536
2020,Hammersmith and Fulham,Primary,Applications Received,1392
2020,Islington,Primary,Admission Numbers,2310
2020,Islington,Primary,Applications Received,2027
2020,Kensington and Chelsea,Primary,Admission Numbers,1090
2020,Kensington and Chelsea,Primary,Applications Received,803
2020,Lambeth,Primary,Admission Numbers,3380
2020,Lambeth,Primary,Applications Received,2674
2020,Lewisham,Primary,Admission Numbers,3731
2020,Lewisham,Primary,Applications Received,3534
2020,Southwark,Primary,Admission Numbers,3675
2020,Southwark,Primary,Applications Received,2978
2020,Tower Hamlets,Primary,Admission Numbers,3586
2020,Tower Hamlets,Primary,Applications Received,3321
2020,Wandsworth,Primary,Admission Numbers,2999
2020,Wandsworth,Primary,Applications Received,2937
2020,Westminster,Primary,Admission Numbers,1621
2020,Westminster,Primary,Applications Received,1221
2020,Barking and Dagenham,Primary,Admission Numbers,4095
2020,Barking and Dagenham,Primary,Applications Received,3466
2020,Barnet,Primary,Admission Numbers,4492
2020,Barnet,Primary,Applications Received,4280
2020,Bexley,Primary,Admission Numbers,3374
2020,Bexley,Primary,Applications Received,2991
2020,Brent,Primary,Admission Numbers,4117
2020,Brent,Primary,Applications Received,3563
2020,Bromley,Primary,Admission Numbers,4255
2020,Bromley,Primary,Applications Received,3904
2020,Croydon,Primary,Admission Numbers,5214
2020,Croydon,Primary,Applications Received,4816
2020,Ealing,Primary,Admission Numbers,4439
2020,Ealing,Primary,Applications Received,3885
2020,Enfield,Primary,Admission Numbers,4685
2020,Enfield,Primary,Applications Received,4236
2020,Haringey,Primary,Admission Numbers,3254
2020,Haringey,Primary,Applications Received,2850
2020,Harrow,Primary,Admission Numbers,3330
2020,Harrow,Primary,Applications Received,3043
2020,Havering,Primary,Admission Numbers,3594
2020,Havering,Primary,Applications Received,3390
2020,Hillingdon,Primary,Admission Numbers,4462
2020,Hillingdon,Primary,Applications Received,3885
2020,Hounslow,Primary,Admission Numbers,3483
2020,Hounslow,Primary,Applications Received,3537
2020,Kingston upon Thames,Primary,Admission Numbers,1991
2020,Kingston upon Thames,Primary,Applications Received,1920
2020,Merton,Primary,Admission Numbers,2526
2020,Merton,Primary,Applications Received,2524
2020,Newham,Primary,Admission Numbers,5310
2020,Newham,Primary,Applications Received,4279
2020,Redbridge,Primary,Admission Numbers,4487
2020,Redbridge,Primary,Applications Received,3897
2020,Richmond upon Thames,Primary,Admission Numbers,2567
2020,Richmond upon Thames,Primary,Applications Received,2236
2020,Sutton,Primary,Admission Numbers,2563
2020,Sutton,Primary,Applications Received,2645
2020,Waltham Forest,Primary,Admission Numbers,3929
2020,Waltham Forest,Primary,Applications Received,3469
2020,Birmingham,Primary,Admission Numbers,16545
2020,Birmingham,Primary,Applications Received,14382
2020,Coventry,Primary,Admission Numbers,4715
2020,Coventry,Primary,Applications Received,4108
2020,Dudley,Primary,Admission Numbers,3971
2020,Dudley,Primary,Applications Received,3626
2020,Sandwell,Primary,Admission Numbers,5040
2020,Sandwell,Primary,Applications Received,4172
2020,Solihull,Primary,Admission Numbers,2822
2020,Solihull,Primary,Applications Received,2443
2020,Walsall,Primary,Admission Numbers,3982
2020,Walsall,Primary,Applications Received,3499
2020,Wolverhampton,Primary,Admission Numbers,3660
2020,Wolverhampton,Primary,Applications Received,3361
2020,Knowsley,Primary,Admission Numbers,1973
2020,Knowsley,Primary,Applications Received,1822
2020,Liverpool,Primary,Admission Numbers,5941
2020,Liverpool,Primary,Applications Received,5374
2020,St. Helens,Primary,Admission Numbers,2290
2020,St. Helens,Primary,Applications Received,1973
2020,Sefton,Primary,Admission Numbers,3200
2020,Sefton,Primary,Applications Received,2822
2020,Wirral,Primary,Admission Numbers,4070
2020,Wirral,Primary,Applications Received,3507
2020,Bolton,Primary,Admission Numbers,4210
2020,Bolton,Primary,Applications Received,3757
2020,Bury,Primary,Admission Numbers,2366
2020,Bury,Primary,Applications Received,2189
2020,Manchester,Primary,Admission Numbers,7620
2020,Manchester,Primary,Applications Received,6920
2020,Oldham,Primary,Admission Numbers,3952
2020,Oldham,Primary,Applications Received,3036
2020,Rochdale,Primary,Admission Numbers,3277
2020,Rochdale,Primary,Applications Received,2802
2020,Salford,Primary,Admission Numbers,3403
2020,Salford,Primary,Applications Received,3036
2020,Stockport,Primary,Admission Numbers,3897
2020,Stockport,Primary,Applications Received,3304
2020,Tameside,Primary,Admission Numbers,3185
2020,Tameside,Primary,Applications Received,2714
2020,Trafford,Primary,Admission Numbers,3109
2020,Trafford,Primary,Applications Received,2915
2020,Wigan,Primary,Admission Numbers,3974
2020,Wigan,Primary,Applications Received,3483
2020,Barnsley,Primary,Admission Numbers,3007
2020,Barnsley,Primary,Applications Received,2641
2020,Doncaster,Primary,Admission Numbers,4306
2020,Doncaster,Primary,Applications Received,3067
2020,Rotherham,Primary,Admission Numbers,3760
2020,Rotherham,Primary,Applications Received,3053
2020,Sheffield,Primary,Admission Numbers,6915
2020,Sheffield,Primary,Applications Received,6123
2020,Bradford,Primary,Admission Numbers,8369
2020,Bradford,Primary,Applications Received,7450
2020,Calderdale,Primary,Admission Numbers,3008
2020,Calderdale,Primary,Applications Received,2357
2020,Kirklees,Primary,Admission Numbers,5919
2020,Kirklees,Primary,Applications Received,5060
2020,Leeds,Primary,Admission Numbers,10675
2020,Leeds,Primary,Applications Received,9579
2020,Wakefield,Primary,Admission Numbers,4530
2020,Wakefield,Primary,Applications Received,4004
2020,Gateshead,Primary,Admission Numbers,2516
2020,Gateshead,Primary,Applications Received,1961
2020,Newcastle upon Tyne,Primary,Admission Numbers,3400
2020,Newcastle upon Tyne,Primary,Applications Received,3030
2020,North Tyneside,Primary,Admission Numbers,2590
2020,North Tyneside,Primary,Applications Received,2234
2020,South Tyneside,Primary,Admission Numbers,1822
2020,South Tyneside,Primary,Applications Received,1729
2020,Sunderland,Primary,Admission Numbers,3456
2020,Sunderland,Primary,Applications Received,2918
2020,Bath and North East Somerset,Primary,Admission Numbers,2332
2020,Bath and North East Somerset,Primary,Applications Received,1817
2020,"Bristol, City of",Primary,Admission Numbers,5873
2020,"Bristol, City of",Primary,Applications Received,5268
2020,North Somerset,Primary,Admission Numbers,2627
2020,North Somerset,Primary,Applications Received,2277
2020,South Gloucestershire,Primary,Admission Numbers,3699
2020,South Gloucestershire,Primary,Applications Received,3213
2020,Hartlepool,Primary,Admission Numbers,1280
2020,Hartlepool,Primary,Applications Received,1076
2020,Middlesbrough,Primary,Admission Numbers,2051
2020,Middlesbrough,Primary,Applications Received,1818
2020,Redcar and Cleveland,Primary,Admission Numbers,1796
2020,Redcar and Cleveland,Primary,Applications Received,1375
2020,Stockton-on-Tees,Primary,Admission Numbers,2785
2020,Stockton-on-Tees,Primary,Applications Received,2215
2020,"Kingston Upon Hull, City of",Primary,Admission Numbers,3640
2020,"Kingston Upon Hull, City of",Primary,Applications Received,3295
2020,East Riding of Yorkshire,Primary,Admission Numbers,4028
2020,East Riding of Yorkshire,Primary,Applications Received,2997
2020,North East Lincolnshire,Primary,Admission Numbers,2163
2020,North East Lincolnshire,Primary,Applications Received,1601
2020,North Lincolnshire,Primary,Admission Numbers,2162
2020,North Lincolnshire,Primary,Applications Received,1800
2020,North Yorkshire,Primary,Admission Numbers,7607
2020,North Yorkshire,Primary,Applications Received,5734
2020,York,Primary,Admission Numbers,2139
2020,York,Primary,Applications Received,1853
2020,Luton,Primary,Admission Numbers,3582
2020,Luton,Primary,Applications Received,3110
2020,Bedford,Primary,Admission Numbers,2652
2020,Bedford,Primary,Applications Received,2183
2020,Central Bedfordshire,Primary,Admission Numbers,4190
2020,Central Bedfordshire,Primary,Applications Received,3475
2020,Buckinghamshire,Primary,Admission Numbers,6846
2020,Buckinghamshire,Primary,Applications Received,5981
2020,Milton Keynes,Primary,Admission Numbers,4220
2020,Milton Keynes,Primary,Applications Received,3580
2020,Derbyshire,Primary,Admission Numbers,9777
2020,Derbyshire,Primary,Applications Received,7713
2020,Derby,Primary,Admission Numbers,3664
2020,Derby,Primary,Applications Received,2989
2020,Dorset,Primary,Admission Numbers,4097
2020,Dorset,Primary,Applications Received,3135
2020,Bournemouth Christchurch and Poole,Primary,Admission Numbers,4256
2020,Bournemouth Christchurch and Poole,Primary,Applications Received,3924
2020,Durham,Primary,Admission Numbers,6603
2020,Durham,Primary,Applications Received,5015
2020,Darlington,Primary,Admission Numbers,1382
2020,Darlington,Primary,Applications Received,1130
2020,East Sussex,Primary,Admission Numbers,5819
2020,East Sussex,Primary,Applications Received,5156
2020,Brighton and Hove,Primary,Admission Numbers,2910
2020,Brighton and Hove,Primary,Applications Received,2377
2020,Hampshire,Primary,Admission Numbers,16314
2020,Hampshire,Primary,Applications Received,14851
2020,Portsmouth,Primary,Admission Numbers,2520
2020,Portsmouth,Primary,Applications Received,2304
2020,Southampton,Primary,Admission Numbers,3045
2020,Southampton,Primary,Applications Received,2663
2020,Leicestershire,Primary,Admission Numbers,8701
2020,Leicestershire,Primary,Applications Received,7612
2020,Leicester,Primary,Admission Numbers,4925
2020,Leicester,Primary,Applications Received,4467
2020,Rutland,Primary,Admission Numbers,473
2020,Rutland,Primary,Applications Received,346
2020,Staffordshire,Primary,Admission Numbers,10656
2020,Staffordshire,Primary,Applications Received,8810
2020,Stoke-on-Trent,Primary,Admission Numbers,3405
2020,Stoke-on-Trent,Primary,Applications Received,3224
2020,Wiltshire,Primary,Admission Numbers,6553
2020,Wiltshire,Primary,Applications Received,5294
2020,Swindon,Primary,Admission Numbers,3230
2020,Swindon,Primary,Applications Received,2710
2020,Bracknell Forest,Primary,Admission Numbers,1555
2020,Bracknell Forest,Primary,Applications Received,1419
2020,Windsor and Maidenhead,Primary,Admission Numbers,1759
2020,Windsor and Maidenhead,Primary,Applications Received,1576
2020,West Berkshire,Primary,Admission Numbers,2038
2020,West Berkshire,Primary,Applications Received,1748
2020,Reading,Primary,Admission Numbers,2110
2020,Reading,Primary,Applications Received,2077
2020,Slough,Primary,Admission Numbers,2445
2020,Slough,Primary,Applications Received,2251
2020,Wokingham,Primary,Admission Numbers,2359
2020,Wokingham,Primary,Applications Received,2077
2020,Cambridgeshire,Primary,Admission Numbers,8338
2020,Cambridgeshire,Primary,Applications Received,6815
2020,Peterborough,Primary,Admission Numbers,3363
2020,Peterborough,Primary,Applications Received,2771
2020,Halton,Primary,Admission Numbers,1689
2020,Halton,Primary,Applications Received,1413
2020,Warrington,Primary,Admission Numbers,2705
2020,Warrington,Primary,Applications Received,2302
2020,Devon,Primary,Admission Numbers,9358
2020,Devon,Primary,Applications Received,7440
2020,Plymouth,Primary,Admission Numbers,3382
2020,Plymouth,Primary,Applications Received,2753
2020,Torbay,Primary,Admission Numbers,1487
2020,Torbay,Primary,Applications Received,1316
2020,Essex,Primary,Admission Numbers,19176
2020,Essex,Primary,Applications Received,16129
2020,Southend-on-Sea,Primary,Admission Numbers,2199
2020,Southend-on-Sea,Primary,Applications Received,2074
2020,Thurrock,Primary,Admission Numbers,2532
2020,Thurrock,Primary,Applications Received,2525
2020,Herefordshire,Primary,Admission Numbers,2228
2020,Herefordshire,Primary,Applications Received,1675
2020,Worcestershire,Primary,Admission Numbers,7074
2020,Worcestershire,Primary,Applications Received,6239
2020,Kent,Primary,Admission Numbers,19676
2020,Kent,Primary,Applications Received,17494
2020,Medway,Primary,Admission Numbers,3893
2020,Medway,Primary,Applications Received,3487
2020,Lancashire,Primary,Admission Numbers,15767
2020,Lancashire,Primary,Applications Received,13450
2020,Blackburn with Darwen,Primary,Admission Numbers,2350
2020,Blackburn with Darwen,Primary,Applications Received,1978
2020,Blackpool,Primary,Admission Numbers,1858
2020,Blackpool,Primary,Applications Received,1441
2020,Nottinghamshire,Primary,Admission Numbers,10613
2020,Nottinghamshire,Primary,Applications Received,8880
2020,Nottingham,Primary,Admission Numbers,4133
2020,Nottingham,Primary,Applications Received,3683
2020,Shropshire,Primary,Admission Numbers,3328
2020,Shropshire,Primary,Applications Received,2901
2020,Telford and Wrekin,Primary,Admission Numbers,2458
2020,Telford and Wrekin,Primary,Applications Received,1995
2020,Cheshire East,Primary,Admission Numbers,4631
2020,Cheshire East,Primary,Applications Received,4014
2020,Cheshire West and Chester,Primary,Admission Numbers,4390
2020,Cheshire West and Chester,Primary,Applications Received,3660
2020,Cornwall,Primary,Admission Numbers,6726
2020,Cornwall,Primary,Applications Received,5411
2020,Cumbria,Primary,Admission Numbers,6330
2020,Cumbria,Primary,Applications Received,4665
2020,Gloucestershire,Primary,Admission Numbers,8045
2020,Gloucestershire,Primary,Applications Received,6778
2020,Hertfordshire,Primary,Admission Numbers,15436
2020,Hertfordshire,Primary,Applications Received,14170
2020,Isle of Wight,Primary,Admission Numbers,1445
2020,Isle of Wight,Primary,Applications Received,1135
2020,Lincolnshire,Primary,Admission Numbers,9393
2020,Lincolnshire,Primary,Applications Received,7499
2020,Norfolk,Primary,Admission Numbers,10453
2020,Norfolk,Primary,Applications Received,8911
2020,Northamptonshire,Primary,Admission Numbers,10724
2020,Northamptonshire,Primary,Applications Received,8735
2020,Northumberland,Primary,Admission Numbers,3982
