"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)","FSM","Linked establishments"
135382,"936","Surrey","3942","Barnsbury Primary School","Community school","Local authority maintained schools","Closed","Result of Amalgamation","01-09-2008","Academy Converter","31-12-2013","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","","","","","","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","","30-11-2019","Almond Avenue","Barnsbury","","Woking","Surrey","GU22 0BB","","","Mrs","Susan","Sayers","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Heathlands","Woking","(England/Wales) Urban major conurbation","E10000030",499896,156996,"Woking 011","Woking 011A","","","","","","South-East England and South London","","100062703864","","Not applicable","Not applicable","","","E02006466","E01030971","","125007 Predecessor","140540 Successor","125074 Predecessor"
135383,"936","Surrey","3943","Meadow Primary School","Community school","Local authority maintained schools","Closed","Result of Amalgamation","01-09-2008","Academy Converter","30-06-2018","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",630,"No Special Classes","18-01-2018","590","310","280","2.9","Not applicable","","Not applicable","","Not under a federation","","","","Not applicable","31-01-2018","13-09-2018","Sparrow Farm Road","Stoneleigh","","Epsom","Surrey","KT17 2LW","","","Ms","G","Jenkins","Head Teacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Epsom and Ewell","Stoneleigh","Epsom and Ewell","(England/Wales) Urban major conurbation","E10000030",522864,164488,"Epsom and Ewell 003","Epsom and Ewell 003E","","","","","Good","South-East England and South London","","10013953199","","Not applicable","Not applicable","","","E02006337","E01030408","17","145796 Successor","125282 Predecessor","124957 Predecessor"
135529,"850","Hampshire","3670","Woodcroft Primary","Community school","Local authority maintained schools","Open","Result of Amalgamation","01-04-2009","Not applicable","","Primary",4,11,"Not applicable","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"Not applicable","21-01-2021","177","85","92","57.6","Not applicable","","Not applicable","","Not under a federation","",10072339,"","Not applicable","01-03-2017","15-03-2022","37 Woodcroft Lane","","","Waterlooville","Hampshire","PO8 9QD","http://www.woodcroftprimary.co.uk/","02392593939","Mr","Barry","Fanning","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Havant","Hart Plain","Meon Valley","(England/Wales) Urban city and town","E10000014",468587,112088,"Havant 019","Havant 019D","","","","","Good","South-East England and South London","","100062456270","","Not applicable","Not applicable","","","E02006830","E01032618","102","116245 Predecessor","116008 Predecessor"
135566,"936","Surrey","3944","Cranleigh Church of England Primary School","Voluntary controlled school","Local authority maintained schools","Open","Result of Amalgamation","01-09-2008","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",330,"No Special Classes","21-01-2021","241","136","105","19.5","Not applicable","","Not applicable","","Not under a federation","",10075199,"","Not applicable","14-11-2019","20-04-2022","Parsonage Road","Cranleigh","","Guildford","Surrey","GU6 7AN","www.cranleighprimary.surrey.sch.uk/","01483273286","Headteacher","Gillian","Leadbetter-Simms","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SLCN - Speech, language and Communication","","","","","","","","","","","","","Resourced provision",3,10,"","","South East","Waverley","Cranleigh East","Guildford","(England/Wales) Urban city and town","E10000030",505954,139342,"Waverley 013","Waverley 013C","","","","","Good","South-East England and South London","","200001533547","","Not applicable","Not applicable","","","E02006451","E01030872","47","124948 Predecessor","125169 Predecessor"
135885,"850","Hampshire","3671","Cranford Park Primary","Voluntary controlled school","Local authority maintained schools","Open","Result of Amalgamation","01-09-2010","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",210,"No Special Classes","21-01-2021","195","95","100","12.3","Not applicable","","Not applicable","","Not under a federation","",10072319,"","Not applicable","22-03-2017","01-04-2022","Cranford Park Drive","","","Yateley","Hampshire","GU46 6LB","https://www.cranfordparkprimary.co.uk/","01252870536","Miss","Georgina","Edwards","Acting Headteacher","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Yateley East","North East Hampshire","(England/Wales) Urban city and town","E10000014",481901,160502,"Hart 001","Hart 001A","","","","","Good","South-East England and South London","","100062349170","","Not applicable","Not applicable","","","E02004751","E01022890","24","116492 Predecessor","116050 Predecessor"
135887,"850","Hampshire","3672","Endeavour Primary School","Community school","Local authority maintained schools","Open","New Provision","01-09-2010","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",840,"No Special Classes","21-01-2021","664","335","329","25.8","Not applicable","","Not applicable","","Not under a federation","",10072318,"","Not applicable","14-02-2017","08-10-2021","East Anton Farm Road","","","Andover","Hampshire","SP11 6RD","http://www.endeavourprimary.org","01264310458","Miss","Helen","Palmer","Headteacher (Acting)","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","Not applicable","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Test Valley","Andover Romans","North West Hampshire","(England/Wales) Urban city and town","E10000014",437373,147911,"Test Valley 003","Test Valley 003A","","","","","Good","South-East England and South London","","200010019915","","Not applicable","Not applicable","","","E02004816","E01023155","171","Does not have links"
135953,"936","Surrey","5222","Surrey Hills Church of England Primary School","Voluntary aided school","Local authority maintained schools","Closed","Result of Amalgamation","01-09-2010","For Academy","30-11-2018","Primary",4,11,"Not applicable","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",300,"No Special Classes","18-01-2018","273","136","137","5.5","Not applicable","","Not applicable","","Not under a federation","",10072317,"","Not applicable","09-11-2017","30-11-2018","School Lane","Westcott","","Dorking","Surrey","RH4 3QF","","","Mrs","Jennie","Ratcliff","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Westcott","Mole Valley","(England/Wales) Rural town and fringe","E10000030",514499,148569,"Mole Valley 012","Mole Valley 012D","","","","","Serious Weaknesses","South-East England and South London","","100062495166","","Not applicable","Not applicable","","","E02006373","E01030558","15","124934 Predecessor","125172 Predecessor","146438 Successor"
136078,"850","Hampshire","2107","Barncroft Primary School","Community school","Local authority maintained schools","Open","Result of Amalgamation","01-04-2011","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","21-01-2021","418","202","216","36.4","Not applicable","","Not applicable","","Not under a federation","",10072309,"","Not applicable","04-03-2020","15-03-2022","Park Lane","","","Havant","Hampshire","PO9 3HN","www.barncroftprimary.co.uk","02392482331","Mrs","Sara","Petipher","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Havant","Bedhampton","Havant","(England/Wales) Urban city and town","E10000014",470517,107504,"Havant 010","Havant 010D","","","","","Good","South-East England and South London","","100062457467","","Not applicable","Not applicable","","","E02004771","E01022908","152","115906 Predecessor","115905 Predecessor"
136338,"936","Surrey","5221","Cleves School","Academy converter","Academies","Open","Academy Converter","01-11-2010","","","Primary",7,11,"No boarders","No Nursery Classes","Not applicable","Mixed","None","Does not apply","Not applicable","Not applicable",720,"No Special Classes","21-01-2021","718","349","369","6.3","Supported by a single-academy trust","CLEVES ACADEMY TRUST","-","","Not applicable","",10032196,"","Not applicable","","15-03-2022","Oatlands Avenue","","","Weybridge","Surrey","KT13 9TS","http://www.cleves.co.uk","01932224300","Mr","Christopher","Hodges","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Oatlands and Burwood Park","Runnymede and Weybridge","(England/Wales) Urban major conurbation","E10000030",509607,164867,"Elmbridge 011","Elmbridge 011C","","","","","","South-East England and South London","","100062361338","","Not applicable","Not applicable","","","E02006327","E01030340","45","125039 Predecessor"
136407,"850","Hampshire","3673","Pilgrims' Cross CofE Aided Primary School","Voluntary aided school","Local authority maintained schools","Open","New Provision","01-09-2013","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","None","Does not apply","","Not applicable",420,"No Special Classes","21-01-2021","402","188","214","15.7","Not applicable","","Not applicable","","Not under a federation","",10072305,"","Not applicable","08-01-2020","27-01-2022","Picket Twenty Way","","","Andover","Hampshire","SP11 6TY","www.pilgrimscross.co.uk","01264365434","Mr","Jon","LeFevre","Headteacher","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","Andover Downlands","North West Hampshire","(England/Wales) Urban city and town","E10000014",439209,145317,"Test Valley 003","Test Valley 003B","","","","","Requires improvement","South-East England and South London","","10091842254","","Not applicable","Not applicable","","","E02004816","E01023201","63","Does not have links"
136447,"850","Hampshire","5201","The Priory Primary School","Academy converter","Academies","Open","Academy Converter","01-02-2011","","","Primary",4,11,"No boarders","No Nursery Classes","Not applicable","Mixed","None","Does not apply","Not applicable","Not applicable",196,"No Special Classes","21-01-2021","179","78","101","3.4","Supported by a single-academy trust","THE PRIORY PRIMARY ACADEMY TRUST","-","","Not applicable","",10032953,"","Not applicable","05-02-2020","23-03-2022","Pamber End","","","Tadley","Hampshire","RG26 5QD","www.theprioryprimaryschool.org.uk","01256850062","Mr","Michael","Stewart","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Sherborne St John & Rooksdown","North East Hampshire","(England/Wales) Rural village","E10000014",460699,158031,"Basingstoke and Deane 005","Basingstoke and Deane 005E","","","","","Good","South-East England and South London","","10002462937","","Not applicable","Not applicable","","","E02004679","E01022547","6","116481 Predecessor"
136755,"936","Surrey","2001","Pewley Down Infant School","Voluntary aided school","Local authority maintained schools","Open","Change Religious Character","01-07-2011","","","Primary",4,7,"Not applicable","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Non-selective",180,"No Special Classes","21-01-2021","179","88","91","6.7","Not applicable","","Not applicable","","Supported by a federation","The Federation of Holy Trinity and Pewley Down Schools",10080727,"","Not applicable","12-07-2012","24-03-2022","Semaphore Road","","","Guildford","Surrey","GU1 3PT","www.htpd.surrey.sch.uk/","01483570038","Dr","Clare","Brunet","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Holy Trinity","Guildford","(England/Wales) Urban city and town","E10000030",500234,149326,"Guildford 016","Guildford 016D","","","","","Outstanding","South-East England and South London","","10007058477","","Not applicable","Not applicable","","","E02006359","E01030456","12","125286 Predecessor"
136888,"936","Surrey","2479","South Farnham School","Academy converter","Academies","Open","Academy Converter","01-07-2011","","","Primary",4,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",724,"No Special Classes","21-01-2021","847","426","421","2.7","Supported by a multi-academy trust","SOUTH FARNHAM EDUCATIONAL TRUST","Linked to a sponsor","South Farnham Educational Trust","Not applicable","",10034183,"","Not applicable","15-06-2012","22-03-2022","Menin Way","","","Farnham","Surrey","GU9 8DY","http://www.south-farnham.surrey.sch.uk","01252716155","Miss","Esther","Whitbourn","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Farnham Moor Park","South West Surrey","(England/Wales) Urban city and town","E10000030",484969,146336,"Waverley 004","Waverley 004D","","","","","Outstanding","South-East England and South London","","200001532820","","Not applicable","Not applicable","","","E02006442","E01030894","23","125078 Predecessor"
137014,"936","Surrey","2309","The Raleigh School","Academy converter","Academies","Open","Academy Converter","01-08-2011","","","Primary",4,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"No Special Classes","21-01-2021","436","234","202","5","Supported by a multi-academy trust","SOUTH FARNHAM EDUCATIONAL TRUST","Linked to a sponsor","South Farnham Educational Trust","Not applicable","",10034662,"","Not applicable","07-12-2017","18-03-2022","Northcote Crescent","West Horsley","","Leatherhead","Surrey","KT24 6LX","www.theraleigh.org/","01483282988","Mrs","Fiona","O'Neill","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Clandon and Horsley","Mole Valley","(England/Wales) Rural village","E10000030",508427,154791,"Guildford 003","Guildford 003D","","","","","Outstanding","South-East England and South London","","100062371847","","Not applicable","Not applicable","","","E02006346","E01030444","22","125011 Predecessor"
137403,"850","Hampshire","3662","St Anthony's Catholic Primary School","Academy converter","Academies","Open","Academy Converter","01-09-2011","","","Primary",4,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Roman Catholic","Does not apply","Diocese of Portsmouth (rc)","Not applicable",219,"No Special Classes","21-01-2021","218","102","116","5","Supported by a multi-academy trust","THE CATHOLIC ACADEMY TRUST IN SOUTH HAMPSHIRE","-","","Not applicable","",10034692,"","Not applicable","20-10-2021","23-03-2022","Primate Road","Titchfield Common","","Fareham","Hampshire","PO14 4RP","www.saint-anthonysfareham.co.uk/","01489579100","","Roxy","Ashworth","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Fareham","Titchfield Common","Fareham","(England/Wales) Urban city and town","E10000014",452698,106542,"Fareham 007","Fareham 007D","","","","","Good","South-East England and South London","","100062406992","","Not applicable","Not applicable","","","E02004733","E01022786","11","116401 Predecessor"
137422,"850","Hampshire","5204","St Joseph's Catholic Primary School","Academy converter","Academies","Open","Academy Converter","01-09-2011","","","Primary",4,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Roman Catholic","Does not apply","Diocese of Portsmouth (rc)","Not applicable",476,"No Special Classes","21-01-2021","489","246","243","5.7","Supported by a multi-academy trust","MOTHER TERESA CATHOLIC ACADEMY TRUST","Linked to a sponsor","Mother Teresa Catholic Academy Trust","Not applicable","",10035118,"","Not applicable","14-09-2011","02-02-2022","Bridge Road","","","Aldershot","Hampshire","GU11 3DD","www.stjosephsaldershot.org/","01252350583","Mr","Bill","James","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Rushmoor","Manor Park","Aldershot","(England/Wales) Urban city and town","E10000014",486345,149730,"Rushmoor 011","Rushmoor 011D","","","","","Outstanding","South-East England and South London","","","","Not applicable","Not applicable","","","E02004812","E01023117","28","116484 Predecessor"
137693,"850","Hampshire","3017","Bransgore Church of England Primary School","Academy converter","Academies","Open","Academy Converter","01-12-2011","","","Primary",4,11,"No boarders","No Nursery Classes","Not applicable","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",339,"No Special Classes","21-01-2021","327","168","159","10.4","Supported by a single-academy trust","BRANSGORE CHURCH OF ENGLAND PRIMARY SCHOOL","-","","Not applicable","",10035668,"","Not applicable","","18-02-2022","Ringwood Road","Bransgore","","Christchurch","Dorset","BH23 8JH","http://www.bransgoreprimaryschool.co.uk","01425672272","Mr","Paul","Brown","Head Teacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Bransgore and Burley","New Forest West","(England/Wales) Rural town and fringe","E10000014",419135,97570,"New Forest 016","New Forest 016A","","","","","","South-East England and South London","","100062213204","","Not applicable","Not applicable","","","E02004794","E01022994","34","116274 Predecessor"
137850,"936","Surrey","2943","Goldsworth Primary School","Academy converter","Academies","Open","Academy Converter","01-02-2012","","","Primary",2,11,"No boarders","Has Nursery Classes","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",630,"No Special Classes","21-01-2021","627","316","311","9.1","Supported by a multi-academy trust","BRIGHT FUTURES LEARNING TRUST","Linked to a sponsor","Goldsworth Primary School","Not applicable","",10036189,"","Not applicable","","07-03-2022","Bridge Barn Lane","","","Woking","Surrey","GU21 6NL","www.goldsworthprimary.co.uk","01483771321","Mrs","Caroline","McLennan","Head of School","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","St John's","Woking","(England/Wales) Urban major conurbation","E10000030",499380,158441,"Woking 008","Woking 008A","","","","","","South-East England and South London","","10001154529","","Not applicable","Not applicable","","","E02006463","E01030954","57","125119 Predecessor"
138139,"850","Hampshire","2010","Wellington Community Primary School","Community school","Local authority maintained schools","Open","Result of Amalgamation","01-01-2013","","","Primary",5,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",420,"Not applicable","21-01-2021","413","206","207","21.8","Not applicable","","Not applicable","","Not under a federation","",10079919,"","Not applicable","29-11-2018","08-04-2022","Alexandra Road","","","Aldershot","Hampshire","GU11 1QJ","http://www.wellingtonprimary.com","01252326573","Mrs","Catherine","Miller","Head Teacher","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Rushmoor","Rowhill","Aldershot","(England/Wales) Urban city and town","E10000014",485563,150749,"Rushmoor 010","Rushmoor 010A","","","","","Outstanding","South-East England and South London","","100062322904","","Not applicable","Not applicable","","","E02004811","E01023128","90","116156 Predecessor","116139 Predecessor"
138226,"936","Surrey","2006","Cobham Free School","Free schools","Free Schools","Open","New Provision","15-08-2012","","","All-through",4,18,"No boarders","No Nursery Classes","Has a sixth form","Mixed","Does not apply","None","Not applicable","Not applicable",1064,"Not applicable","21-01-2021","642","334","308","13","Supported by a single-academy trust","COBHAM FREE SCHOOL TRUST","-","","Not applicable","",10037490,"","Not applicable","14-09-2017","30-03-2022","Portsmouth Road","","","Cobham","Surrey","KT11 1TF","www.cobhamfreeschool.org.uk","03303300237","Mrs","Michaela","Khatib","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Oxshott and Stoke D'Abernon","Esher and Walton","(England/Wales) Urban city and town","E10000030",511758,161252,"Elmbridge 017","Elmbridge 017F","Ofsted","","","","Good","South-East England and South London","United Kingdom","200001497457","","Not applicable","Not applicable","","","E02006333","E01030306","77","Does not have links"
138242,"850","Hampshire","2042","Manor Church of England Infant School","Voluntary controlled school","Local authority maintained schools","Open","Change Religious Character","01-09-2012","","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Winchester","Not applicable",90,"Not applicable","21-01-2021","74","42","32","20.3","Not applicable","","Not applicable","","Not under a federation","",10079884,"","Not applicable","06-03-2018","18-03-2022","Teachers Way","Holbury","","Southampton","Hampshire","SO45 2QG","www.manorinfant.co.uk","02380897549","Mrs","Michelle","Hale","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Holbury and North Blackfield","New Forest East","(England/Wales) Urban city and town","E10000014",442980,103967,"New Forest 014","New Forest 014F","","","","","Good","South-East England and South London","","100062533548","","Not applicable","Not applicable","","","E02004792","E01023031","15","116066 Predecessor"
138509,"850","Hampshire","2024","St Columba Church of England Primary Academy","Academy sponsor led","Academies","Closed","New Provision","01-09-2012","Fresh Start","31-12-2019","Primary",4,11,"No boarders","Not applicable","Not applicable","Mixed","Church of England","None","Diocese of Portsmouth (ce)","Non-selective",220,"Not applicable","17-01-2019","164","90","74","23.6","Not supported by a trust","","-","","Not applicable","",10038454,"","Not applicable","27-02-2019","31-12-2019","Tewkesbury Avenue","","","Fareham","Hampshire","PO15 6LL","","","Mrs","Tracey","Marsh","Principal","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","OTH - Other Difficulty/Disability","","","","","","","","","","","","","Resourced provision",10,10,"","","South East","Fareham","Fareham North-West","Fareham","(England/Wales) Urban city and town","E10000014",455448,107255,"Fareham 003","Fareham 003C","","","","","Serious Weaknesses","South-East England and South London","","10012129363","","Not applicable","Not applicable","","","E02004729","E01022732","38","147701 Successor","131419 Predecessor"
138719,"850","Hampshire","3079","Hook-With-Warsash Church of England Academy","Academy converter","Academies","Open","Academy Converter","01-09-2012","","","Primary",5,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Portsmouth (ce)","Not applicable",420,"No Special Classes","21-01-2021","406","204","202","7.4","Supported by a single-academy trust","HOOK-WITH-WARSASH CHURCH OF ENGLAND ACADEMY","-","","Not applicable","",10038635,"","Not applicable","08-03-2018","22-03-2022","Church Road","Warsash","","Southampton","Hampshire","SO31 9GF","http://www.hookwithwarsash.co.uk","01489572393","Mrs","Sara","Willoughby","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Fareham","Warsash","Fareham","(England/Wales) Urban city and town","E10000014",449737,105859,"Fareham 006","Fareham 006D","","","","","Good","South-East England and South London","","100062525633","","Not applicable","Not applicable","","","E02004732","E01022792","30","116291 Predecessor"
138764,"936","Surrey","2092","Danetree Primary School","Academy converter","Academies","Open","Academy Converter","01-09-2012","","","Primary",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",840,"No Special Classes","21-01-2021","743","381","362","16.2","Supported by a multi-academy trust","GLF SCHOOLS","Linked to a sponsor","GLF Schools","Not applicable","",10038602,"","Not applicable","27-02-2019","21-03-2022","Danetree Road","West Ewell","","Epsom","Surrey","KT19 9SE","www.danetreeschool.org/","02083936406","Mrs","Bethan","Smith","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Epsom and Ewell","West Ewell","Epsom and Ewell","(England/Wales) Urban major conurbation","E10000030",520444,163396,"Epsom and Ewell 004","Epsom and Ewell 004D","","","","","Outstanding","South-East England and South London","","","","Not applicable","Not applicable","","","E02006338","E01030416","120","124960 Predecessor"
139070,"936","Surrey","2011","Weyfield Academy","Academy sponsor led","Academies","Open","New Provision","01-02-2013","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","None","Not applicable","Not applicable",450,"Not applicable","21-01-2021","212","110","102","44.8","Supported by a multi-academy trust","THE KEMNAL ACADEMIES TRUST","Linked to a sponsor","The Kemnal Academies Trust","Not applicable","",10039919,"","Not applicable","10-07-2019","11-04-2022","School Close","Off Woking Road","","Guildford","","GU1 1QJ","www.weyfield-tkat.org/","01483598956","Ms","Janette","McClintock","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Stoke","Guildford","(England/Wales) Urban city and town","E10000030",499768,151566,"Guildford 007","Guildford 007D","","","","","Requires improvement","South-East England and South London","","100062318958","","Not applicable","Not applicable","","","E02006350","E01030484","95","125115 Predecessor"
139273,"850","Hampshire","2029","Front Lawn Primary Academy","Academy sponsor led","Academies","Open","New Provision","01-04-2013","","","Primary",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","None","None","Not applicable","Not applicable",420,"Not applicable","21-01-2021","426","229","197","50.8","Supported by a multi-academy trust","THE KEMNAL ACADEMIES TRUST","Linked to a sponsor","The Kemnal Academies Trust","Not applicable","",10040581,"","Not applicable","21-11-2018","29-03-2022","Broadmere Avenue","Leigh Park","","Havant","Hampshire","PO9 5HX","www.flpa-tkat.org","02392475904","Mrs","Kate","Couldwell","Headteacher","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Havant","Battins","Havant","(England/Wales) Urban city and town","E10000014",471930,108314,"Havant 008","Havant 008A","","","","","Good","South-East England and South London","","100062457614","","Not applicable","Not applicable","","","E02004769","E01022903","193","116480 Predecessor","115907 Predecessor"
139479,"936","Surrey","2926","Broadmere Primary Academy","Academy converter","Academies","Open","Academy Converter","01-04-2013","","","Primary",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",261,"No Special Classes","21-01-2021","280","132","148","43.9","Supported by a multi-academy trust","BOURNE EDUCATION TRUST","Linked to a sponsor","Bourne Education Trust","Not applicable","",10040987,"","Not applicable","24-05-2017","01-03-2022","Devonshire Avenue","Sheerwater","","Woking","Surrey","GU21 5QE","www.broadmere.surrey.sch.uk/","01932343747","Mrs","Mandy","McDowall","Principal","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","Not Applicable","","","","","","","","","","","","","Resourced provision",0,0,"","","South East","Woking","Canalside","Woking","(England/Wales) Urban major conurbation","E10000030",502686,160596,"Woking 004","Woking 004E","","","","","Good","South-East England and South London","","200000203481","","Not applicable","Not applicable","","","E02006459","E01030984","123","125105 Predecessor"
